TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ
29042161,0.0007588487,0.0002681351,0.0004060593,0.02265655,-0.7443082,-9.841218
29061764,0.0004436103,0.001508599,-3.487524e-05,-0.1194952,-0.7775512,-9.812344
29081803,0.001484589,0.001114665,0.0004930717,-0.258996,-0.7459045,-9.823897
29101737,0.001664121,0.0006020825,-8.192125e-05,-0.3626993,-0.7389389,-9.835143
29121760,0.001886917,0.0002722942,-0.0004727606,-0.4095874,-0.7595704,-9.806353
29142095,0.002418739,-0.0001051545,-0.0001339378,-0.4160017,-0.7461205,-9.831892
29161956,0.001854399,0.0002510408,-7.079569e-05,-0.4120676,-0.7386282,-9.81888
29181858,0.00229818,-9.956668e-05,-0.0005197122,-0.4646542,-0.7404057,-9.817479
29201742,0.00166511,0.0004068198,-0.0006001624,-0.5014772,-0.7475186,-9.831156
29221762,0.001674666,0.0005608583,-0.0003210417,-0.4711705,-0.749999,-9.822905
29242097,0.001562409,0.0004955396,-0.0001735594,-0.4473035,-0.7518445,-9.838323
29261698,0.0006480078,0.0008903489,-0.0001732679,-0.4027504,-0.7570215,-9.824129
29281812,0.001093591,0.0002314007,-0.0001119034,-0.3607633,-0.7548772,-9.830599
29301756,0.0005799897,0.000279593,-0.0002418747,-0.3351329,-0.7569241,-9.840405
29321949,0.0004435458,0.0003947439,-0.0002993602,-0.3339461,-0.7647598,-9.836708
29342174,0.0006779704,0.0003968324,-0.0002570541,-0.3332369,-0.7637424,-9.843123
29361727,0.0002463799,0.0006064978,-0.0002367884,-0.3223771,-0.7618737,-9.823046
29381782,0.0007108081,-0.0002468359,-7.59919e-06,-0.3435312,-0.7633955,-9.835602
